timestamp,stock_code,stock_name,title,content,url,source,published_at,impact_score,reasoning,relevance_score,similarity_score,filter_stage,current_price,change_rate,telegram_sent,processing_time
2025-07-12 11:10:10,006800,미래에셋증권,"[청기홍기]증권주, 목표가 올렸지만 '더 사진 말라'…이유는?","한주간 증권가 목표주가 상향·하향 종목 리뷰 미래에셋·한국금융·키움, 주가 급등에 투자의견↓ 이번주 증권가는 증권주에 대한 투자의견을 대폭 하향 조정했다. 최근 증권주 주가가 급등한 가운데 목표주가는 기계적으로 올렸지만 투자의견은 낮추며 경고의 메시지를 보냈다. 증권주 '상승 랠리'에 목표가 올랐지만... 비즈워치가 지난 7일부터 10일까지 집계한 바에 따르면 이번주 증권사에서 투자의견을 올린 종목은 단 2개인데 비해 투자의견을 낮춘 곳은 20개에 달한다. 증권가에선 20개사의 투자의견을 '매수'에서 '중립'으로 낮췄지만 그 중 12개 회사의 목표가를 올려 잡았다. 투자의견과 목표주가의 방향이 정반대로 향한 것이다. 국내 증시 강세에 따라 주가가 치솟은 회사의 목표가를 높여 잡았지만, 추가 상승 여력이 부족하다고 판단해 투자의견을 조정한 것이다. 이 가운데 증권주가 주목받는다. 먼저 설용진 SK증권 연구원은 미래에셋증권에 대한 목표가를 1만4200원에서 1만8000원으로 올리면서도 ...",https://n.news.naver.com/article/648/0000037827,,2025-07-12 09:00:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,3.28s
2025-07-12 11:10:10,006800,미래에셋증권,[IPO챗] 아우토크립트 상장…일반청약 3곳·수요예측 3곳,"여의도 KRX 한국거래소 [촬영 안 철 수] 2025.1.18 (서울=연합뉴스) 임은진 다음 주(14∼18일) 아우토크립트가 코스닥 시장에 상장한다. 아울러 도우인시스 등 세 곳이 일반 투자자를 대상으로 공모주 청약을 진행하고, 에스투더블유 등 세 곳이 수요 예측을 통해 공모가를 확정한다. 12일 금융투자업계에 따르면 아우토크립트는 자동차 전자제어장치의 소프트웨어 해킹을 막는 '차량 내 시스템 보안' 기술에 특화한 기업이다. 고객사의 양산 차량에 대해 대당 로열티를 받는 사업 모델을 갖고 있다. 일반 청약을 진행하는 기업은 도우인시스, 뉴로핏, 엔알비 등 세 곳이다. 먼저 도우인시스는 디스플레이의 주요 부품인 '초박형 강화유리'(UTG)를 개발·판매하는 기업으로, 2019년 폴더블폰에 쓰이는 UTG를 세계 최초로 양산했다. 뉴로핏은 뇌 영상 분석을 위한 인공지능(AI) 설루션을 연구·개발하는 기업이고, 엔알비는 간편 조립식 건축물인 모듈러를 만드는 회사다. 이와 함께 에스투더블유, ...",https://n.news.naver.com/article/001/0015502979,,2025-07-12 09:00:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.04s
2025-07-12 11:10:10,006800,미래에셋증권,증권사 양극화 심화...대형사 개선 vs 중소형사 실적 위축 [fn마켓워치...,"(출처=연합뉴스) [파이낸셜뉴스] 증권사들의 실적 양극화가 심화하고 있다. 대형 증권사는 실적 개선을 보이는 반면 중소형사의 수익성 회복은 지연되는 상황이다. ■ 대형사는 순이익 개선, 중소형사는 실적 위축...양극화 12일 금융투자업계와 나이스신용평가에 따르면 대형 증권사의 지난해 순이익은 전년 대비 25.6% 증가한 반면 중소형사는 28.7% 감소한 것으로 집계됐다. 나신평이 분류한 대형증권사에는 미래에셋증권, 한국투자증권, NH투자증권, 삼성증권, KB증권, 하나증권, 메리츠증권, 신한투자증권, 키움증권, 대신증권 등 10개 증권사가 포함됐다. 중형사 증권사에는 교보증권, 한화투자증권, 신영증권, 유안타증권, 현대차증권, IBK투자증권, BNK투자증권 , iM증권이 들어갔다. 소형증권사에는 유진투자증권, DB증권, LS증권, 부국증권, 다올투자증권, SK증권, 한양증권, 케이프투자증권, 리딩투자증권 등이 포함됐다. 신승환 나이스신용평가 연구원은 ""대형사는 선별적 영업을 통한 투...",https://n.news.naver.com/article/014/0005375903,,2025-07-12 06:04:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.11s
2025-07-12 11:10:10,006800,미래에셋증권,"[마켓인]CJ CGV, 1000억원 규모 회사채 전량 미매각","1.5년물 500억원·2년물 500억원 등 전량 미매각 “추가 청약 후 미매각 시 리테일에서 물량 소화” [이데일리 마켓in 김연서 CJ CGV) 11일 투자은행(IB) 업계에 따르면 CJ CGV는 이날 진행한 1000억원 규모의 공모 회사채 수요예측을 진행했지만 목표액을 채우지 못했다. 트랜치(만기) 별로는 1.5년물 500억원, 2년물 500억원 등 총 1000억원 규모로 구성했다. 미매각 물량은 발행 주관사인 △KB증권 △NH투자증권 △한국투자증권 △신한투자증권 △삼성증권과 인수단으로 참여한 △키움증권 △미래에셋증권 △대신증권 △한화투자증권 △BNK투자증권이 나눠서 인수하게 된다. CJ CGV는 우선 추가청약을 진행하고 이후 미매각이 있을 경우 리테일에서 물량을 소화할 계획이다. CGV 관계자는 “추가청약을 받은 뒤 그럼에도 불구하고 미매각이 해소되지 않을 경우 증권사가 장내 매각 통해서 소화할 것”이라고 말했다. 이어 “미매각 물량은 주관사단 및 인수단이 인수하기 때문에 자금...",https://n.news.naver.com/article/018/0006063499,,2025-07-11 18:47:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.03s
2025-07-12 11:10:10,006800,미래에셋증권,"효성중공업, 전력기기 황제주 등극하나[주톡피아]","효성중공업 52주 신고가 경신 황제주100만원 돌파 눈앞 업황 호조에 실적 개선도 지속 증권사들 잇달아 목표가 100% 상향 [이데일리 박정수 효성중공업 100만원 돌파 앞둬 A= 효성중공업은 전력산업의 핵심 설비인 변압기와 차단기, 산업 생산설비에 필요한 전동기, 기어 및 화학장치 등을 생산·판매하는 기업입니다. 효성중공업이 5월부터 가파르게 오르면서 100만원 돌파를 앞두고 있습니다. 효성중공업이 올 들어서만 39만원대에서 97만원까지 150% 가까이 뛰었습니다. 월별로 보면 5월부터 급등하기 시작했는데 5월에 26%, 6월에 43% 급등했습니다. Q=전력기기 업황 좋지 않나 A=전력기기 섹터는 유틸리티 산업 내 여러 소섹터 가운데 지난 2년 이상 가장 핫한 섹터입니다. 미국의 전력망 확대. 현대화 투자로 2022년부터 글로벌 전력기기 산업이 초호황 사이클에 진입하며 한국의 주요 전력기기 업체들도 수주가 급증하고 있습니다. 2023년에 실적이 폭발적으로 개선된 후에도 수주 및 실...",https://n.news.naver.com/article/018/0006063496,,2025-07-11 18:33:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.03s
2025-07-12 11:10:10,006800,미래에셋증권,코스피 3500 기대감에…기업 임원들도 자사주 “사자” 행렬,'구리값 폭등' 풍산 임원 1.4만주 장내 매수 삼전·현대건설·미래에셋 등 임원도 매입 '주가 급등' 네이버·달바 스톡옵션 행사도 코스피가 장중 3200을 돌파하며 연고점을 경신한 11일 서울 중구 하나은행 본점 딜링룸에서 딜러들이 업무를 보고 있다. 연합뉴스 [서울경제] 코스피 지수가 3000선을 넘어선 뒤 단숨에 3200선 눈앞까지 치솟자 기업 임원들의 자기 회사 주식 매수 움직임도 활발하게 일어나고 있다. 통상적으로 회사 내부 사정을 잘 아는 임원들의 자사주 매입은 시장에서 긍정적인 신호로 받아들여진다. 일정 기간 보호예수(매도 제한) 규정으로 단기간에 내다 팔 수 없는 만큼 주식의 미래 가치를 높이 평가하고 있다는 의미이기 때문이다. 11일 한국거래소에 따르면 최근 구리 가격 급등 수혜주로 꼽히는 풍산홀딩스(005810)와 풍산(103140) 임원들의 자사주 매수가 잇따랐다. 황세영 풍산홀딩스 부사장은 9일부터 10일까지 이틀간 홀딩스 주식 총 1만 41주를 사들였고 박우동 ...,https://n.news.naver.com/article/011/0004508113,,2025-07-11 17:53:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.02s
2025-07-12 11:10:10,006800,미래에셋증권,5년물 넉달 연속 완판이라는데…'개인투자용 국채' 나도 담아볼까,■미래에셋증권서 15일까지 청약 정부가 보장···연평균 3~4% 수익 장기보유 부담 적은 5년물 인기 속 1인당 매입금액 2억까지 분리과세 10년·20년물엔 추가 가산금리도 중도환매 땐 稅 혜택 사라져 주의 이미지투데이 [서울경제] 한국은행의 기준금리 인하 영향 등으로 은행권 예금금리가 3년 만에 최저 수준까지 떨어지면서 ‘개인투자용 국채’에 대한 관심이 높아지고 있다. 장기간 안정적으로 목돈을 보관하면서 연 2%대 금리의 예금보다 더 높은 이자 수익을 기대할 수 있기 때문이다. 다만 중도 환매 시 세제 혜택이나 가산금리 등이 적용되지 않아 고수익률을 적용받을 수 없기 때문에 투자 전 꼼꼼히 따져 볼 필요가 있다. ■5·10·20년물 선택…온라인 청약 가능=지난해 6월 첫 도입된 개인투자용 국채는 ‘장기 저축’ 성격이 강하다. 예금자 보호 상품은 아니지만 정부 보장 상품이다 보니 안전성과 수익성을 갖고 있는 투자 상품으로 평가된다. 당초 10년물과 20년물만 발행됐지만 금융소비자의 ...,https://n.news.naver.com/article/011/0004508110,,2025-07-11 17:50:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.01s
2025-07-12 11:10:10,006800,미래에셋증권,‘6000억원 규모’ 서민금융진흥원 OCIO에 미래에셋운용·KB증권 선정,"서민금융진흥원 제공 이 기사는 2025년 7월 11일 14시 24분 조선비즈 머니무브(MM) 사이트에 표출됐습니다. 서민금융진흥원의 6000억원 규모 여유자금 운용을 미래에셋자산운용과 KB증권이 맡게 됐다. 11일 투자은행(IB) 업계에 따르면 서금원은 최근 외부 위탁 운용 관리(OCIO) 입찰에서 우선협상대상자로 미래에셋자산운용과 KB증권을 선정했다. 두 OCIO 사업자는 최종 선정 후 2026년 말까지 최대 6000억원의 서금원 여유 자금을 나눠 위탁 운용하게 된다. 초기 위탁운용 금액은 2000억원 내외로, 향후 성과 평가 결과에 따라 차등 배분할 수 있다. 앞서 서금원은 지난 6월 17일부터 30일까지 증권사·운용사를 대상으로 제안서 접수를 진행했다. 이번에 선정된 두 곳을 비롯해 NH투자증권, 미래에셋증권 등 4개 기관이 참여해 경쟁을 벌였다. 서금원은 정량평가와 정성평가, 가격 평가 점수를 합산해 고득점순으로 두 곳을 선정했다. 서금원은 지난해 10월에도 약 3500억원 ...",https://n.news.naver.com/article/366/0001091880,,2025-07-11 17:00:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.01s
2025-07-12 11:10:10,006800,미래에셋증권,가계부채·부동산 언제 꺾일까…금리인하 시점 '안갯속',"전문가 8명 중 7명, 연내 한 차례 추가 인하 전망 강력한 부동산 대책 효과 기대…8월 인하 가능 8월까진 부채 확대…10월 인하 지연 전망도 [이데일리 이정윤 연합뉴스 부동산 대책 효과 나타나…‘8월 인하’ 가능 다음 인하 시점으로 8월을 꼽은 이들은 정부가 강력한 부동산 대책을 내놓은 만큼, 이미 효과가 나타나고 있다고 봤다. 실제로 한국부동산원이 발표한 7월 첫째 주(7일 기준) 전국 주간 아파트 가격 동향에 따르면 서울 아파트 매매가격 상승률은 0.29%로, 직전 주(0.40%) 대비 0.11%포인트 축소됐다. 최제민 현대차증권 이코노미스트는 “아직 규제 시행 초기이고 서울 주택 공급이 부족한 만큼 규제 효과에 대한 불확실성은 있으나, 정부의 규제가 전례 없이 강한 만큼 추가적인 가계부채 증가세와 집값 상승세는 억제될 것”이라고 전망했다. 강승원 NH투자증권 연구원은 “작년 8월에도 가계대출이 급등해 금리를 동결했고, 9월부터 정부의 가계대출 관리 방안 실시와 동시에 대출이...",https://n.news.naver.com/article/018/0006063308,,2025-07-11 16:41:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.01s
2025-07-12 11:10:10,006800,미래에셋증권,"미래에셋증권, 중국 혁신기업 탐방 콘텐츠 '차이나핏 GO' 공개","유튜브 채널 '스마트머니' 통해 공개 ⓒ미래에셋증권 [데일리안 = 강현태 기자] 미래에셋증권은 11일 중국 혁신 기업 현장을 탐방하며 제작한 '차이나핏 GO' 콘텐츠를 자사 유튜브 채널 '스마트머니'에 공개했다고 밝혔다. 미래에셋증권 측은 ""투자자들에게 깊이 있는 인사이트를 제공하고자 기획했다""며 ""하드웨어와 소프트웨어 기술 전반에서 혁신을 주도하는 중국 기업의 생생한 현장을 전달하고 있다""고 전했다. 미래에셋증권은 중국 선전(심천)과 광저우를 직접 방문해 세계적 기술 기업들의 본거지를 기록해 왔다. 첫 번째 시리즈의 주제는 '전기차와 자율주행'으로, 세계 최대 전기차 제조사 비야디(BYD), 자율주행 혁신기업 포니닷에이아이(Pony.ai) 탐방 현장을 담았다. 2화에서는 드론과 도심항공모빌리티(UAM) 혁신 기업에 초점을 맞췄다. 선전 내 드론 배달을 상용화한 글로벌 드론 제작·기술 기업 DJI와, 완전 자동 비행 시스템을 탑재한 eVTOL(Electric Vertical Take...",https://n.news.naver.com/article/119/0002978342,,2025-07-11 16:16:00,0.000,vector_duplicate,0.000,0.000,필터링됨: vector_duplicate,"21,900",,No,0.01s
