timestamp,stock_code,stock_name,title,content,url,source,published_at,impact_score,reasoning,relevance_score,similarity_score,filter_stage,current_price,change_rate,telegram_sent,processing_time
2025-07-16 12:49:14,006800,미래에셋증권,"카네비모빌리티 등 3사, 코스닥 상장 예심 신청","여의도 한국거래소 전경. *재판매 및 DB 금지 [서울=뉴시스]이지영 한국거래소 코스닥시장본부는 카네비모빌리티, 그린광학, 카인사이언스 등 3개사의 상장예비심사 신청서를 접수했다고 14일 밝혔다. 카네비모빌리티는 지난 2001년 설립된 자동차 신품 부품 제조사다. 차량용 인포테인먼트와 블랙박스 및 하이패스, 전기추진선박 동력시스템 등을 제공하고 있다. 지난해 매출액은 1397억원, 영업이익은 122억원을 기록했다. 상장 주관사는 대신증권이다. 그린광학은 지난 1997년 설립된 사진장비 및 광학기기 제조사다. 초정밀 광학 시스템 및 광학 소재를 제공한다. 지난해는 매출 317억원과 영업이익 1억9500만원을 기록했다. 상장 주관사는 신영증권이다. 카인사이언스는 자연과학 및 공학 연구개발사다. 자가면역질환 및 만성염증성 질환 치료를 위한 이뮨펩타이드를 제공 중이다. 상장 주관사는 미래에셋증권이다.",https://n.news.naver.com/article/003/0013362061,,2025-07-14 18:46:00,0.300,"미래에셋증권, 상장 주관사로 있는 3개 회사의 코스닥 상장 예비심사 신청서 접수",0.000,0.000,영향력 평가 완료 (0.30),,,No,65.73s
2025-07-16 12:49:52,006800,미래에셋증권,시가배당률 줄줄이 급락…증권주 '주가 급등 딜레마',"시가배당률 5% 밑으로 떨어져 정책 기대로 단기 급등한 영향 ""배당주 매력 떨어져 투자 유의"" 증권주가 최근 급등하면서 고배당 매력이 바래고 있다. 신규 매수가 부담스러운 가격에 이르렀다는 평가도 나온다. 15일 한국거래소에 따르면 KRX 증권지수는 지난 1분기 말부터 이날까지 101.1% 급등했다. KRX 지수 중 상승세가 가장 가파르고 2위 유틸리티지수(58.25%)와 큰 격차를 나타냈다. 같은 기간 미래에셋증권과 한화투자증권은 각각 145.9%, 121.5% 뛰어오르며 증권주 매집 열기를 반영했다. 증권가에선 주가 급등에 기름을 부은 ‘고배당 매력’ 재료 소진에 우려를 표시했다. 유안타증권과 대신증권 시가배당률은 이날 종가 기준으로 각각 4.5%, 3.8%로 낮아졌다. 시가배당률은 현 주가 대비 배당금의 비율을 말한다. 1분기 말 기준 유안타증권과 대신증권의 이 비율은 각각 7.8%, 7.4%에 달했다. NH투자증권(6.8%→4.1%)과 미래에셋증권(2.7%→1.1%)의 시가배...",https://n.news.naver.com/article/015/0005158295,,2025-07-15 17:58:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,167.49s
2025-07-16 12:49:52,006800,미래에셋증권,IB 글로벌 도약 조건은 ‘자본·딜소싱·네트워크’…“지금이 골든타...,"이효섭 자본시장연구원 선임연구위원 “자본금 20조~30조원은 돼야 글로벌 IB와 경쟁 가능” “딜소싱은 인력·네트워크·분석력의 총합"" “규제완화·해외진출로 국내IB 역량 키워야” [이데일리 김경은 기자] 한국형 투자은행(IB)이 글로벌 무대에서 경쟁력을 갖추기 위해서는 무엇이 필요할까. 전문가들은 자본금 확대와 딜소싱 역량, 글로벌 네트워크, 규제완화가 핵심 조건이라고 지적한다. 이효섭(사진) 자본시장연구원 선임연구위원은 이데일리와의 전화인터뷰에서 “해외 IB처럼 되려면 자본금도 늘어나야 하고, 기업금융을 하기 위한 딜 소싱 능력이 있어야 된다”며 “여기에 기업분석능력도 뛰어나야 한다”고 말했다. 예전보다 한국 IB들은 많이 성장했지만 여전히 부족하다는 지적이다. 해외 IB들은 투자은행 부문에서 경쟁력 강화와 수익 다변화에 성공하며 인수합병(M&A), 주식자본시장(ECM), 채권자본시장(DCM) 등 다양한 분야에서 안정적인 수익을 창출하고 있다. 반면 국내 IB는 여전히 위탁매매와 ...",https://n.news.naver.com/article/018/0006065701,,2025-07-15 07:06:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,115.32s
2025-07-16 12:49:52,006800,미래에셋증권,서로 투자의견 낮추더니... 신용·미수거래 빗장 건 증권사들,"메리츠·토스·신한證, 부국증권 미수·신용대출 제한 정책 수혜·호실적 기대감에 증권주 주가 치솟자 미결제 위험 커졌다 판단… 증거금률도 상향 하반기 주도주로 증권주가 떠오르는 가운데 증권사들이 ‘빚투’(빚내서 투자) 차단에 나섰다. 증권사들은 증권주 주가가 단기간 급등하자, 투기성 거래를 막기 위해 신용대출을 제한하거나 미수거래 보증금인 위탁증거금률을 잇달아 올리는 모습이다. 주가가 계속 오르면 상관없지만, 향후 주가가 하락 전환하고 개인 투자자가 빌린 돈을 갚지 못하면 이는 고스란히 증권사들의 손실이 되기 때문이다. 일러스트= 챗GPT 달리 15일 금융투자업계에 따르면 메리츠증권과 토스증권은 지난 14일부터 부국증권에 대한 위탁증거금률을 기존 50%에서 100%로 높였다. 초단기 외상거래인 미수를 쓸 수 없고, 100% 현금으로만 매수할 수 있게 한 것이다. 신한투자증권은 지난 10일부터 단기급등을 이유로 부국증권의 신용대출을 제한했다. 미래에셋증권은 이날부터 유진투자증권과 신영증권...",https://n.news.naver.com/article/366/0001092611,,2025-07-15 11:29:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,142.74s
2025-07-16 12:49:52,006800,미래에셋증권,"미래에셋증권, 단기 부담에도 투자 매력…'매수' 의견-하나증권","하나증권이 미래에셋증권에 대해 투자의견으로 '매수'를 신규 제시했다. 목표주가는 2만6000원을 책정했다. 고연수 하나증권 연구원은 ""목표주가는 12개월 선행 BPS(주당순자산가치) 2만2150원에 목표 주가수익비율 1.0배를 적용해 산출했다""고 했다. 고 연구원은 ""단기적으로 밸류에이션 부담은 존재하나 여전히 투자 매력도 높다고 판단한다""라고 했다. 이어 ""올해 주주환원 확대 기조 속에서 실적 성장을 기대할 수 있기 때문""이라며 ""특히 투자목적자산(9조8000억원) 중 AI(인공지능), 우주, 방산 등 해외 혁신기업 중심으로 공정가치 재평가가 나타나 올해 호실적에 기여할 전망""이라고 했다.",https://n.news.naver.com/article/008/0005221594,,2025-07-15 08:45:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,133.72s
2025-07-16 12:49:52,006800,미래에셋증권,IMA 시행령 입법예고…한투·미래證 신청 초읽기,"종투사 지정·운용 규제 입법예고 IMA 성격·사업자 의무 등 명시 대차거래 중개 인력 요건도 강화 여의도 증권가. 연합뉴스 [서울경제] 금융 당국이 연내 종합투자계좌(IMA) 인가 사업자 출범을 목표로 종합금융투자사업자 지정 요건과 운용 규제를 담은 시행령·규정 개정안을 입법예고했다. 종투사의 적극적인 모험자본 공급을 촉진하면서 IMA와 발행어음 관련 리스크 관리 등을 종합적으로 감안해 운용 규제를 개편하는 것을 골자로 한다. 금융위원회는 15일 이 같은 자본시장법 시행령, 금융투자업규정, 금융소비자 보호에 관한 감독 규정 등의 개정안을 예고했다고 밝혔다. 예고기간은 16일부터 다음 달 25일까지다. 입법예고는 당초 2분기를 목표 시점으로 했으나 2주가량 지연됐다. 금융 당국은 종투사가 전체 운용 자산에서 발행어음·IMA 조달액의 25%에 상응하는 국내 모험자본을 공급하도록 의무화했다. 공급 비율은 2026년 10%, 2027년 20%, 2028년 25%로 단계적 상향한다. 발행어음...",https://n.news.naver.com/article/011/0004509444,,2025-07-15 17:58:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,165.36s
2025-07-16 12:49:52,006800,미래에셋증권,정부 정책에 급등하더니 &quot;오늘 다 파란불&quot;…OO주에 무슨일이,"삽화,망원경,전망,예측,전쟁,이스라엘,팔레스타인,하마스,주가,증시,하락,개미,일러스트 /사진=임종철 올해 상반기 질주하던 증권주가 16일 일제히 하락하고 있다. 증권가 일부는 증권주 추가 상승에 의구심을 제기하며 투자의견을 '중립'으로 하향했다. 한국거래소(KRX)에 따르면 이날 오전 11시23분 현재 미래에셋증권은 전날 대비 1100원(4.88%) 내린 2만1450원에 거래 중이다. 현대차증권(등락률 -3.83%), 한화투자증권(-3.57%), 한양증권(-3.57%), 대신증권(-3.37%), NH투자증권(-3.62%), 삼성증권(-3.39%) 등도 하락하고 있다. 이날 오전 10시 기준 외국인과 기관 투자자가 증권주를 순매도 중이다. 외국인은 삼성증권, 미래에셋증권, NH투자증권 등 증권주 18종목을 팔고 있고, 기관은 키움증권, 미래에셋증권, NH투자증권 등 8종목(우선주 포함)을 순매도하고 있다. 올해 급등한 증권주가 추가 상승을 할 수 있을지 의심이 조금씩 피어나고 있다. ...",https://n.news.naver.com/article/008/0005222401,,2025-07-16 11:31:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,217.20s
2025-07-16 12:49:52,006800,미래에셋증권,6월 美 CPI 반등…코스피 숨고르기 이어지나,"6월 소비자물가 2.7%…근원 CPI 2.9%↑ [서울=뉴시스] 김경택 지난달 미국의 소비자물가상승률이 큰 폭으로 반등하면서 코스피가 최근 급등에 따른 숨고르기에 돌입할 가능성이 제기된다. 관세 영향에 따라 물가가 비교적 큰 폭으로 뛰면서 연방공개시장위원회(FOMC)의 기준금리 인하에 대한 시장 기대치가 낮아졌기 때문이다. 16일 금융투자업계에 따르면 미국 노동부는 15일(현지 시간) 6월 소비자물가지수(CPI)가 전년 동기 대비 2.7% 상승했다고 발표했다. 미국 소비자물가 상승률은 지난 1월 3.0%, 2월 2.8%를 기록했다가 3월 2.4%로 낮아졌다. 4월(2.3%)과 5월(2.4%) 낮은 수준을 유지했으나 6월 들어 비교적 큰 폭으로 높아진 것이다. 이를 두고 도널드 트럼프 미국 대통령 관세 정책이 미국 경제에 서서히 영향을 미치기 시작했다는 분석이 나온다. 변동성이 큰 식품과 에너지를 제외한 근원 CPI는 전년 대비 2.9%로, 예상치를 밑돌았다. 5월엔 2.8%였다. 전...",https://n.news.naver.com/article/003/0013364837,,2025-07-16 07:29:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,192.55s
2025-07-16 12:49:52,006800,미래에셋증권,"李 특급 칭찬받은 김병환, 유임설 ‘솔솔’…금감원장엔 홍성국 유력","이재명 대통령이 15일 서울 용산 대통령실 청사에서 열린 국무회의에서 국기에 경례를 하고 있다. [연합뉴스] 김병환 금융위원장의 유임설이 또다시 제기되고 있다. 이재명 대통령이 김 위원장에게 6·27 대출 규제 성과에 대한 칭찬의 메시지를 두 번이나 전했기 때문이다. 금융감독원장에는 홍성국 전 더불어민주당 국회의원, 손병두 전 한국거래소 이사장이 유력하게 거론되고 있다. 이 대통령은 지난 15일 국무회의에서 김 위원장을 향해 “금리 규제 등이 효과가 있는 것 같다”며 ‘6·27 부동산 대책’의 성과를 칭찬했다. 벌써 두 번째 칭찬이다. 이 대통령은 지난 4일 대전에서 개최한 ‘충청 타운홀 미팅’ 당시 권대영 금융위 사무처장을 참석자들에게 소개하며 칭찬한 바 있다. 강 대변인은 용산 대통령실에서 브리핑을 통해 “회의 중간에 금융위원장이 말을 할 기회가 있었는데, 이때 이 대통령이 부동산 대책과 관련해 금융위가 내놓은 규제 부분이 효과가 있다고 칭찬해 좌중이 웃었다”고 전했다. 정부는 ...",https://n.news.naver.com/article/029/0002968430,,2025-07-16 05:40:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,188.08s
2025-07-16 12:49:53,006800,미래에셋증권,"로봇부터 방산, 투자전략까지…펀드매니저가 먼저 주목한 신예 12인 [...","펀드매니저가 주목할 주니어 애널리스트로 추천한 톱10 애널리스트 12인. 왼쪽부터 박문현 KB증권, 이상준 NH투자증권, 한승연 NH투자증권, 김진석 미래에셋증권, 박수연 메리츠증권, 이의진 KB증권, 김지현 다올투자증권, 박종현 다올투자증권, 배성조 한화투자증권, 양승윤 유진투자증권, 이유진 유진투자증권 애널리스트. 사진 속 차량 번호(합성)는 '코스피 5000'을 향한 마음을 담았다. 사진=이승재 한경매거진&북 기자 펀드매니저가 꼽은 ‘가장 주목할 주니어 애널리스트’ 톱10이 베일을 벗었다. 자본시장에서 올 상반기 가장 ‘핫한’ 주니어 애널리스트 단 한 명의 이름을 적는 주관식 설문. 그 치열한 경쟁 속에서 가장 많은 표를 받은 이들이 이번 주인공이다. 대형사와 중소형사, 기업분석과 투자전략의 경계도 넘었다. 금융투자협회 등록 기준 경력 5년 이내. ‘막내’라는 말이 무색할 만큼 각자의 자리에서 뚜렷한 존재감을 드러낸 이들이다. 순위 집계 과정에서 동률이 발생하면서 최종적으로 1...",https://n.news.naver.com/article/050/0000093635,,2025-07-15 07:17:00,0.500,뉴스 알림,0.000,0.000,고영향 뉴스 알림 전송 (0.50),,,Yes,122.48s
